charging_id,vehicle_id,station_id,date_id,start_time,end_time,start_battery_pct,end_battery_pct,energy_added_kwh,charging_power_kw,charging_time_min,wait_time_min,charging_cost_inr,charging_success,connector_used,energy_added_was_outlier,wait_time_min_was_imputed,charging_cost_inr_was_imputed
1099,208,109,20260826,2026-08-26 19:24:49.502070890,2026-08-26 19:56:49.502070890,14.6,82.8,19.272,36.78,32,15.0,487.58,True,CCS2,False,False,False
1100,208,9,20260830,2026-08-30 15:43:20.287305313,2026-08-30 16:13:20.287305313,5.0,74.8,19.689,42.83,30,10.0,454.82,True,CCS2,False,False,False
1101,208,109,20260901,2026-09-01 08:39:55.182092777,2026-09-01 09:10:55.182092777,5.0,83.1,21.724,40.74,31,17.0,549.62,True,CCS2,False,False,False
1102,208,9,20260902,2026-09-02 16:48:10.286183025,2026-09-02 17:21:10.286183025,5.0,73.5,18.743,34.71,33,12.0,379.48,True,CCS2,False,False,True
1103,208,38,20260903,2026-09-03 11:12:02.097580994,2026-09-03 11:36:02.097580994,15.4,72.8,15.754,43.05,24,8.0,363.92,True,CCS2,False,False,False
1104,208,104,20260905,2026-09-05 12:18:44.608004970,2026-09-05 12:47:44.608004970,19.4,76.7,16.695,34.86,29,9.0,383.99,True,CCS2,False,True,False
1105,208,46,20260910,2026-09-10 15:27:42.474514695,2026-09-10 15:54:42.474514695,10.0,70.2,17.532,42.18,27,15.0,385.7,True,CCS2,False,False,False
1106,208,50,20260913,2026-09-13 08:30:46.242176601,2026-09-13 09:01:46.242176601,20.4,82.7,17.966,35.13,31,18.0,359.32,True,CCS2,False,False,False
1107,209,12,20260915,2026-09-15 12:59:40.476633794,2026-09-15 13:51:40.476633794,23.8,79.0,17.904,20.08,52,8.0,375.98,True,CCS2,False,False,False
1108,210,177,20260405,2026-04-05 11:42:17.739591589,2026-04-05 14:27:17.739591589,9.2,85.7,20.353,6.79,165,15.0,213.71,True,TYPE 2,False,False,False
1109,210,148,20260407,2026-04-07 15:22:17.465028052,2026-04-07 16:13:17.465028052,5.0,79.2,18.898,21.42,51,9.0,321.27,True,CCS2,False,False,False
1110,210,180,20260408,2026-04-08 14:14:30.459606102,2026-04-08 14:54:30.459606102,16.8,74.5,15.057,22.0,40,14.0,301.14,True,CCS2,False,False,False
1111,210,131,20260422,2026-04-22 18:55:08.289858170,2026-04-22 19:48:08.289858170,5.0,70.4,17.424,19.62,53,15.0,339.77,True,CCS2,False,False,False
1112,210,44,20260522,2026-05-22 15:28:54.986653407,2026-05-22 16:25:54.986653407,5.0,76.4,18.57,19.12,57,15.0,408.54,True,CCS2,False,False,False
1113,210,177,20260606,2026-06-06 13:49:58.595397516,2026-06-06 16:41:58.595397516,17.2,98.6,21.323,6.88,172,16.0,223.89,True,TYPE 2,False,False,False
1114,210,131,20260613,2026-06-13 19:15:03.235935916,2026-06-13 20:18:03.235935916,5.0,77.8,19.071,17.19,63,12.0,371.88,True,CCS2,False,False,False
1115,210,180,20260613,2026-06-14 02:40:48.221059525,2026-06-14 03:48:48.221059525,5.0,83.1,19.983,17.53,68,9.0,439.63,True,CCS2,False,False,False
1116,210,177,20260618,2026-06-18 14:04:33.071636679,2026-06-18 17:16:33.071636679,5.0,93.6,22.802,6.8,192,10.0,239.42,True,TYPE 2,False,False,False
1117,210,60,20260620,2026-06-20 14:36:31.339058165,2026-06-20 15:42:31.339058165,5.0,83.6,21.156,18.32,66,8.0,465.43,True,CCS2,False,False,False
1118,210,148,20260620,2026-06-20 21:28:49.125380269,2026-06-20 22:08:49.125380269,16.8,72.7,14.747,21.38,40,11.0,250.7,True,CCS2,False,False,False
1119,210,14,20260622,2026-06-22 13:12:01.008552805,2026-06-22 16:10:01.008552805,18.2,96.9,20.381,6.49,178,9.0,224.19,True,TYPE 2,False,False,False
1120,210,118,20260709,2026-07-09 19:53:11.903134725,2026-07-09 20:49:11.903134725,5.0,77.9,18.685,19.67,56,16.0,364.36,True,CCS2,False,False,False
1121,210,177,20260716,2026-07-16 18:22:43.262936348,2026-07-16 21:35:43.262936348,5.0,94.3,24.139,6.75,193,13.0,253.46,True,TYPE 2,False,False,False
1122,210,177,20260717,2026-07-17 20:33:16.151122050,2026-07-17 23:52:16.151122050,5.0,94.9,22.87,6.58,199,13.0,240.14,True,TYPE 2,False,False,False
1123,210,60,20260726,2026-07-26 13:38:51.538037778,2026-07-26 14:40:51.538037778,5.0,75.8,18.316,17.12,62,8.0,366.32,True,CCS2,False,False,False
1124,210,180,20260729,2026-07-29 18:49:56.825693481,2026-07-29 19:39:56.825693481,5.0,72.3,17.753,20.73,50,8.0,390.57,True,CCS2,False,False,False
1125,210,180,20260806,2026-08-06 13:09:45.228452666,2026-08-06 13:46:45.228452666,21.5,71.2,12.926,20.94,37,10.0,258.52,True,CCS2,False,False,False
1126,210,118,20260809,2026-08-09 14:06:25.521921592,2026-08-09 15:06:25.521921592,5.0,72.3,18.187,17.19,60,15.0,354.65,True,CCS2,False,False,False
1127,210,118,20260819,2026-08-19 11:14:39.014433766,2026-08-19 12:19:39.014433766,5.0,80.4,19.376,17.4,65,11.0,415.62,True,CCS2,False,False,False
1128,210,34,20260821,2026-08-21 17:01:08.125651592,2026-08-22 00:22:08.125651592,5.0,97.8,24.129,3.06,441,11.0,265.42,True,TYPE 2,False,False,False
1129,210,34,20260917,2026-09-17 17:45:56.303365762,2026-09-17 23:58:56.303365762,9.3,89.7,21.458,3.13,373,17.0,236.04,True,TYPE 2,False,False,False
1130,211,80,20260603,2026-06-03 13:39:56.974348514,2026-06-03 17:19:56.974348514,27.9,85.9,11.764,3.09,220,9.0,141.17,True,TYPE 2,False,False,False
1131,211,80,20260805,2026-08-05 16:45:40.974092179,2026-08-05 21:06:40.974092179,30.2,97.4,13.89,3.0,261,0.0,166.68,True,TYPE 2,False,False,False
1132,212,177,20260331,2026-03-31 13:27:42.425557355,2026-03-31 17:10:42.425557355,5.0,97.2,25.496,6.6,223,15.0,267.71,True,TYPE 2,False,False,False
1133,212,118,20260417,2026-04-17 14:55:17.052450874,2026-04-17 15:29:17.052450874,5.0,75.0,20.261,35.67,34,11.0,395.09,True,CCS2,False,False,False
1134,212,92,20260422,2026-04-22 12:35:39.199852558,2026-04-22 16:02:39.199852558,5.0,91.8,24.394,6.7,207,18.0,292.73,True,TYPE 2,False,False,False
1135,212,131,20260426,2026-04-26 13:53:47.447665929,2026-04-26 14:21:47.447665929,11.2,76.4,19.132,44.11,28,14.0,373.07,True,CCS2,False,False,False
1136,212,82,20260429,2026-04-29 11:40:36.313619706,2026-04-29 19:07:36.313619706,5.0,95.0,25.46,3.17,447,11.0,305.52,True,TYPE 2,False,False,False
1137,212,148,20260503,2026-05-03 17:09:17.501427673,2026-05-03 17:39:17.501427673,22.0,81.7,16.581,37.55,30,17.0,281.88,True,CCS2,False,False,False
1138,212,82,20260531,2026-05-31 11:40:38.592017539,2026-05-31 19:17:38.592017539,9.8,98.8,24.921,3.07,457,11.0,299.05,True,TYPE 2,False,False,False
1139,212,60,20260603,2026-06-03 21:46:49.585604673,2026-06-03 22:31:49.585604673,5.0,70.7,19.082,24.94,45,18.0,381.64,True,CCS2,False,False,False
1140,212,34,20260607,2026-06-07 08:41:22.220660374,2026-06-07 16:19:22.220660374,5.0,97.8,25.778,3.17,458,8.0,283.56,True,TYPE 2,False,False,False
1141,212,118,20260610,2026-06-10 08:32:20.623298179,2026-06-10 08:59:20.623298179,18.2,77.3,17.217,39.28,27,10.0,335.73,True,CCS2,False,False,False
1142,212,180,20260610,2026-06-10 16:01:36.061137297,2026-06-10 16:39:36.061137297,5.0,82.8,22.377,37.53,38,15.0,492.29,True,CCS2,False,False,False
1143,212,92,20260612,2026-06-12 14:52:20.522977267,2026-06-12 18:29:20.522977267,5.0,99.7,27.73,6.87,217,16.0,332.76,True,TYPE 2,False,False,False
1144,212,82,20260705,2026-07-05 18:00:39.690661257,2026-07-06 01:21:39.690661257,5.0,91.4,25.021,3.07,441,9.0,300.25,True,TYPE 2,False,False,False
1145,212,44,20260707,2026-07-07 20:39:25.879520728,2026-07-07 21:18:25.879520728,5.0,79.7,21.082,33.89,39,9.0,421.64,True,CCS2,False,False,False
1146,212,92,20260708,2026-07-08 13:03:14.460637608,2026-07-08 16:05:14.460637608,15.4,93.8,21.734,6.79,182,9.0,260.81,True,TYPE 2,False,False,False
1147,212,92,20260709,2026-07-09 18:58:44.177989775,2026-07-09 22:03:44.177989775,7.0,85.4,22.607,6.68,185,11.0,271.28,True,TYPE 2,False,False,False
1148,212,148,20260711,2026-07-11 17:33:39.772090731,2026-07-11 18:06:39.772090731,5.0,82.9,22.548,42.47,33,13.0,383.32,True,CCS2,False,False,False
1149,212,60,20260713,2026-07-13 19:41:43.371872776,2026-07-13 20:43:43.371872776,5.0,79.1,20.584,19.72,62,9.0,411.68,True,CCS2,False,False,False
1150,212,14,20260714,2026-07-14 18:02:46.941323749,2026-07-14 21:12:46.941323749,5.0,87.4,23.979,6.96,190,14.0,290.15,True,TYPE 2,False,False,False
1151,212,148,20260717,2026-07-17 20:18:37.252932140,2026-07-17 20:48:37.252932140,5.0,75.4,20.515,42.87,30,17.0,383.63,True,CCS2,False,False,False
1152,212,131,20260722,2026-07-22 16:35:52.254159679,2026-07-22 17:02:52.254159679,16.6,81.3,18.509,41.67,27,14.0,360.93,True,CCS2,False,False,False
1153,212,92,20260723,2026-07-23 14:50:21.658974296,2026-07-23 18:20:21.658974296,5.0,97.0,26.832,6.92,210,12.0,321.98,True,TYPE 2,False,False,False
1154,212,44,20260729,2026-07-29 15:01:43.268277728,2026-07-29 15:34:43.268277728,6.1,79.6,20.942,41.11,33,18.0,418.84,True,CCS2,False,False,False
1155,212,76,20260824,2026-08-24 14:14:27.598183929,2026-08-24 14:45:27.598183929,5.0,73.5,18.826,39.56,31,15.0,376.52,True,CCS2,False,False,False
1156,212,148,20260828,2026-08-28 14:58:23.027490001,2026-08-28 15:26:23.027490001,15.5,71.5,15.867,35.76,28,16.0,269.74,True,CCS2,False,False,False
1157,212,82,20260901,2026-09-01 16:21:46.297732380,2026-09-01 23:49:46.297732380,5.0,95.9,25.406,3.19,448,9.0,335.36,True,TYPE 2,False,False,False
1158,212,60,20260902,2026-09-02 09:58:04.880184915,2026-09-02 10:57:04.880184915,5.0,76.7,21.143,20.82,59,12.0,422.86,True,CCS2,False,False,False
1159,212,148,20260904,2026-09-04 18:17:29.802164827,2026-09-04 18:50:29.802164827,5.0,71.8,19.272,35.56,33,19.0,327.62,True,CCS2,False,False,False
1160,212,34,20260912,2026-09-12 16:36:31.274068418,2026-09-12 23:44:31.274068418,5.0,87.0,23.194,3.01,428,8.0,280.65,True,TYPE 2,False,False,False
1161,212,34,20260913,2026-09-13 16:40:10.483971433,2026-09-13 23:30:10.483971433,5.0,86.3,23.108,3.12,410,11.0,254.19,True,TYPE 2,False,False,False
1162,213,36,20260330,2026-03-30 10:37:52.994993513,2026-03-30 21:35:52.994993513,5.0,89.9,35.953,3.11,658,0.0,395.48,True,TYPE 2,False,False,False
1163,213,130,20260414,2026-04-14 14:08:53.116197697,2026-04-14 15:00:53.116197697,5.0,82.5,33.568,39.2,52,3.0,654.58,True,CCS2,False,False,False
1164,213,36,20260418,2026-04-18 17:29:51.441983385,2026-04-19 04:30:51.441983385,5.0,90.5,36.474,3.12,661,1.0,401.21,True,TYPE 2,False,False,False
1165,213,86,20260424,2026-04-24 18:13:23.023353977,2026-04-24 19:03:23.023353977,5.0,84.8,34.071,42.03,50,2.0,749.56,True,CCS2,False,False,False
1166,213,149,20260424,2026-04-25 05:49:01.377054790,2026-04-25 06:30:01.377054790,21.2,80.2,25.932,38.9,41,6.0,440.84,True,CCS2,False,False,False
1167,213,113,20260429,2026-04-29 21:48:12.411050709,2026-04-29 22:33:12.411050709,5.0,71.1,28.466,39.63,45,8.0,654.72,True,CCS2,False,False,False
1168,213,113,20260430,2026-04-30 15:34:50.981788027,2026-04-30 16:26:50.981788027,6.8,74.0,29.403,33.67,52,1.0,743.9,True,CCS2,False,False,False
1169,213,97,20260502,2026-05-02 20:22:10.677155458,2026-05-02 21:12:10.677155458,5.0,78.1,31.019,38.55,50,5.0,682.42,True,CCS2,False,False,False
1170,213,147,20260522,2026-05-22 12:34:15.713984915,2026-05-22 13:32:15.713984915,5.0,81.4,32.301,33.7,58,3.0,549.12,True,CCS2,False,False,False
1171,213,130,20260601,2026-06-01 09:48:22.383457569,2026-06-01 10:34:22.383457569,5.0,77.3,32.04,42.78,46,6.0,624.78,True,CCS2,False,False,False
1172,213,117,20260625,2026-06-25 07:24:16.791575323,2026-06-25 08:06:16.791575323,5.0,75.3,30.843,42.99,42,6.0,601.44,True,CCS2,False,False,False
1173,213,139,20260626,2026-06-26 17:44:33.835729157,2026-06-26 18:28:33.835729157,5.0,74.8,29.809,40.22,44,0.0,704.98,True,CCS2,False,False,False
1174,213,139,20260626,2026-06-27 06:12:00.417881957,2026-06-27 06:54:00.417881957,5.0,70.2,28.038,38.91,42,1.0,602.82,True,CCS2,False,False,False
1175,213,139,20260630,2026-06-30 08:06:46.038453042,2026-06-30 08:54:46.038453042,5.0,72.2,30.144,35.04,48,5.0,648.1,True,CCS2,False,False,False
1176,213,84,20260711,2026-07-11 12:47:36.601811497,2026-07-11 13:33:36.601811497,5.0,82.0,34.565,43.2,46,1.0,379.48,True,CCS2,False,False,True
1177,213,114,20260718,2026-07-18 15:35:28.772061160,2026-07-19 02:53:28.772061160,14.0,98.8,36.372,3.02,678,4.0,454.65,True,TYPE 2,False,False,False
1178,213,125,20260801,2026-08-01 22:39:38.186966766,2026-08-01 23:57:38.186966766,6.3,74.4,29.23,21.83,78,8.0,569.99,True,CCS2,False,False,False
1179,213,97,20260807,2026-08-07 18:34:49.786727364,2026-08-07 19:18:49.786727364,9.2,77.0,29.938,38.35,44,9.0,724.5,True,CCS2,False,False,False
1180,213,139,20260815,2026-08-15 13:37:05.637715490,2026-08-15 14:21:05.637715490,5.0,70.0,27.999,39.48,44,6.0,601.98,True,CCS2,False,False,False
1181,213,162,20260816,2026-08-16 12:40:35.108675686,2026-08-16 13:27:35.108675686,21.7,84.8,28.404,36.56,47,3.0,749.87,True,CCS2,False,False,False
1182,213,97,20260819,2026-08-19 15:57:11.731317694,2026-08-19 16:49:11.731317694,15.8,83.5,29.707,33.07,52,0.0,653.55,True,CCS2,False,False,False
1183,213,117,20260915,2026-09-15 11:17:01.756630859,2026-09-15 12:07:01.756630859,5.0,74.2,29.584,35.82,50,7.0,576.89,True,CCS2,False,False,False
1184,214,104,20260408,2026-04-08 20:42:14.726449213,2026-04-08 21:27:14.726449213,5.3,79.2,31.2,40.86,45,19.0,717.6,True,CCS2,False,False,False
1185,214,73,20260413,2026-04-13 11:34:14.135121365,2026-04-13 16:26:14.135121365,5.0,87.1,34.672,6.79,292,14.0,381.39,True,TYPE 2,False,False,False
1186,214,38,20260417,2026-04-17 20:51:25.116022486,2026-04-17 21:40:25.116022486,5.0,81.1,33.747,38.59,49,14.0,779.56,True,CCS2,False,False,False
1187,214,167,20260423,2026-04-23 15:57:57.059070306,2026-04-23 20:10:57.059070306,20.0,88.6,29.618,6.57,253,12.0,385.03,True,TYPE 2,False,False,False
1188,214,102,20260424,2026-04-24 13:54:46.407905098,2026-04-24 14:29:46.407905098,19.9,79.3,26.379,43.47,35,16.0,606.72,True,CCS2,False,False,False
1189,214,73,20260425,2026-04-25 11:15:38.918030958,2026-04-25 16:22:38.918030958,9.9,93.6,36.113,6.6,307,10.0,361.13,True,TYPE 2,False,False,False
1190,214,1,20260427,2026-04-27 18:17:05.577044795,2026-04-27 19:02:05.577044795,5.0,77.9,31.234,43.88,45,13.0,721.51,True,CCS2,False,False,False
1191,214,167,20260507,2026-05-07 13:50:22.941660911,2026-05-07 19:32:22.941660911,5.0,99.2,40.496,6.65,342,10.0,526.45,True,TYPE 2,False,False,False
1192,214,46,20260516,2026-05-16 12:06:17.941846804,2026-05-16 13:01:17.941846804,5.0,78.6,32.173,33.51,55,18.0,707.81,True,CCS2,False,False,False
1193,214,10,20260519,2026-05-19 16:30:01.668071061,2026-05-19 17:15:01.668071061,5.0,81.7,34.791,43.25,45,14.0,730.61,True,CCS2,False,False,False
1194,214,19,20260524,2026-05-24 21:31:49.308744237,2026-05-24 22:11:49.308744237,5.0,73.2,30.576,43.23,40,18.0,642.1,True,CCS2,False,False,False
1195,214,151,20260526,2026-05-26 14:59:22.390355250,2026-05-26 16:08:22.390355250,19.1,84.2,27.718,24.05,69,15.0,471.21,True,CCS2,False,False,False
1196,214,21,20260527,2026-05-27 12:01:45.379226528,2026-05-27 12:48:45.379226528,5.0,84.9,35.907,42.9,47,12.0,754.05,True,CCS2,False,False,False
1197,214,1,20260608,2026-06-08 13:37:12.910189727,2026-06-08 14:29:12.910189727,5.0,74.8,31.255,34.45,52,8.0,656.36,True,CCS2,False,False,False
1198,214,1,20260623,2026-06-23 15:13:34.160765490,2026-06-23 16:10:34.160765490,5.0,77.2,32.244,32.64,57,13.0,677.12,True,CCS2,False,False,False
1199,214,1,20260623,2026-06-23 22:58:06.026672983,2026-06-23 23:41:06.026672983,19.2,78.4,25.638,36.62,43,11.0,538.4,True,CCS2,False,False,False
1200,214,1,20260623,2026-06-24 08:51:44.472170473,2026-06-24 09:29:44.472170473,6.9,71.8,27.766,44.34,38,8.0,583.09,True,CCS2,False,False,False
1201,214,26,20260625,2026-06-25 12:51:46.607036148,2026-06-25 17:55:46.607036148,5.0,88.4,36.385,6.67,304,18.0,400.23,True,TYPE 2,False,False,False
1202,214,10,20260629,2026-06-29 15:29:46.101906916,2026-06-29 16:16:46.101906916,5.0,80.5,32.74,41.55,47,19.0,687.54,True,CCS2,False,False,False
1203,214,50,20260708,2026-07-08 21:56:36.707841914,2026-07-08 22:42:36.707841914,5.0,76.1,30.676,40.63,46,15.0,613.52,True,CCS2,False,False,False
1204,214,38,20260712,2026-07-12 18:06:15.291359143,2026-07-12 18:52:15.291359143,5.0,81.9,34.206,43.71,46,14.0,718.33,True,CCS2,False,False,False
1205,214,38,20260716,2026-07-16 17:12:16.930364401,2026-07-16 17:58:16.930364401,5.0,76.4,31.486,39.94,46,18.0,661.21,True,CCS2,False,False,False
1206,214,181,20260718,2026-07-18 20:23:23.068156933,2026-07-19 02:05:23.068156933,5.0,99.1,41.619,6.7,342,18.0,480.7,True,TYPE 2,False,False,False
1207,214,50,20260719,2026-07-19 14:09:29.861214299,2026-07-19 14:51:29.861214299,20.5,79.4,25.035,38.45,42,17.0,500.7,True,CCS2,False,False,False
1208,214,21,20260724,2026-07-24 19:23:37.632188577,2026-07-24 20:02:37.632188577,8.8,74.0,29.453,42.94,39,13.0,618.51,True,CCS2,False,False,False
1209,214,50,20260805,2026-08-05 22:25:31.858721733,2026-08-05 23:09:31.858721733,20.5,84.9,27.868,39.07,44,16.0,613.1,True,CCS2,False,False,False
1210,214,46,20260809,2026-08-09 10:02:16.629470795,2026-08-09 10:58:16.629470795,5.0,77.3,32.388,32.58,56,18.0,647.76,True,CCS2,False,False,False
1211,214,38,20260819,2026-08-19 20:26:33.939681931,2026-08-19 21:09:33.939681931,5.0,73.6,29.916,40.3,43,9.0,628.24,True,CCS2,False,False,False
1212,214,21,20260823,2026-08-23 22:23:30.994110900,2026-08-23 23:17:30.994110900,5.0,80.5,32.256,35.36,54,18.0,677.38,True,CCS2,False,False,False
1213,214,1,20260902,2026-09-02 17:02:21.359056459,2026-09-02 17:55:21.359056459,5.0,78.9,31.627,34.86,53,19.0,664.17,True,CCS2,False,False,False
1214,215,9,20260423,2026-04-23 17:19:53.649783955,2026-04-23 18:08:53.649783955,28.9,82.5,17.47,20.83,49,14.0,366.87,True,CCS2,False,False,False
1215,215,21,20260719,2026-07-19 12:14:00.925639744,2026-07-19 13:07:00.925639744,15.3,82.6,21.907,24.49,53,15.0,460.05,True,CCS2,False,False,False
1216,216,76,20260406,2026-04-06 11:43:03.306835569,2026-04-06 12:47:03.306835569,5.9,83.6,21.015,18.63,64,9.0,420.3,True,CCS2,False,True,False
1217,216,44,20260413,2026-04-13 16:42:46.991217892,2026-04-13 17:46:46.991217892,11.8,81.8,18.484,16.71,64,18.0,406.65,True,CCS2,False,False,False
1218,216,177,20260430,2026-04-30 09:10:37.234620972,2026-04-30 12:16:37.234620972,11.9,96.1,21.574,6.62,186,13.0,226.53,True,TYPE 2,False,False,False
1219,216,44,20260523,2026-05-23 18:19:26.363143174,2026-05-23 19:08:26.363143174,11.5,72.1,15.861,19.46,49,18.0,317.22,True,CCS2,False,False,False
1220,216,180,20260523,2026-05-23 23:02:19.019323207,2026-05-24 00:11:19.019323207,5.0,84.7,20.747,17.98,69,18.0,414.94,True,CCS2,False,False,False
1221,216,131,20260526,2026-05-26 13:39:25.786677018,2026-05-26 14:32:25.786677018,20.7,78.4,15.115,16.81,53,10.0,294.74,True,CCS2,False,False,False
1222,216,180,20260604,2026-06-04 15:59:20.818808982,2026-06-04 16:47:20.818808982,5.0,70.8,17.863,21.38,48,14.0,392.99,True,CCS2,False,False,False
1223,216,131,20260608,2026-06-08 15:14:09.691362236,2026-06-08 16:08:09.691362236,25.2,84.8,16.121,16.53,54,17.0,314.36,True,CCS2,False,False,False
1224,216,60,20260609,2026-06-09 11:28:11.707603307,2026-06-09 12:21:11.707603307,13.1,79.5,17.207,19.91,53,8.0,344.14,True,CCS2,False,False,False
1225,216,118,20260621,2026-06-21 16:01:55.975722771,2026-06-21 16:38:55.975722771,25.0,75.6,13.029,21.38,37,9.0,279.47,True,CCS2,False,False,False
1226,216,92,20260625,2026-06-25 11:05:39.117676489,2026-06-25 13:26:39.117676489,24.2,88.9,16.669,6.7,141,11.0,200.03,True,TYPE 2,False,False,False
1227,216,118,20260630,2026-06-30 12:08:00.213519347,2026-06-30 12:49:00.213519347,22.1,73.8,13.926,19.94,41,17.0,271.56,True,CCS2,False,False,False
1228,216,82,20260707,2026-07-07 09:29:49.069452340,2026-07-07 15:30:49.069452340,19.1,94.8,19.25,3.06,361,19.0,231.0,True,TYPE 2,False,False,False
1229,216,14,20260724,2026-07-24 12:08:41.835603394,2026-07-24 14:35:41.835603394,26.1,94.8,17.558,6.86,147,9.0,193.14,True,TYPE 2,False,False,False
1230,216,131,20260826,2026-08-26 12:30:04.823492825,2026-08-26 13:03:04.823492825,27.3,70.1,11.008,19.67,33,12.0,236.12,True,CCS2,False,False,False
1231,216,44,20260903,2026-09-03 13:11:32.296409275,2026-09-03 14:00:32.296409275,25.6,81.2,14.745,17.06,49,15.0,324.39,True,CCS2,False,False,False
1232,218,134,20260623,2026-06-23 18:42:11.089586146,2026-06-24 00:31:11.089586146,6.4,91.8,43.53,6.71,349,2.0,500.6,True,TYPE 2,False,False,False
1233,218,78,20260702,2026-07-02 09:32:03.907911527,2026-07-02 10:13:03.907911527,25.0,76.5,25.438,37.23,41,6.0,559.64,True,CCS2,False,False,False
1234,218,178,20260725,2026-07-25 13:04:31.404948128,2026-07-25 22:42:31.404948128,23.1,86.5,30.05,2.98,578,5.0,315.53,True,TYPE 2,False,False,False
1235,218,132,20260913,2026-09-13 15:54:50.847021146,2026-09-13 16:47:50.847021146,5.0,82.8,38.949,42.19,53,4.0,835.46,True,CCS2,False,False,False
1236,220,40,20260419,2026-04-19 17:34:49.567801850,2026-04-19 17:39:49.567801850,5.0,5.1,1.492,42.72,5,11.0,34.47,False,CCS2,False,False,False
1237,220,46,20260423,2026-04-23 16:26:18.435360364,2026-04-23 17:10:18.435360364,10.2,82.3,32.086,43.4,44,10.0,641.72,True,CCS2,False,False,False
1238,220,109,20260501,2026-05-01 10:41:08.956610690,2026-05-01 11:28:08.956610690,5.0,79.8,32.719,41.08,47,14.0,827.79,True,CCS2,False,False,False
1239,220,181,20260524,2026-05-24 13:53:20.884428601,2026-05-24 17:37:20.884428601,26.1,89.3,27.792,6.94,224,12.0,321.0,True,TYPE 2,False,False,False
1240,220,46,20260613,2026-06-13 08:19:31.928949613,2026-06-13 09:09:31.928949613,5.0,81.3,33.825,39.84,50,10.0,676.5,True,CCS2,False,False,False
1241,220,151,20260701,2026-07-01 14:41:22.995139482,2026-07-01 15:53:22.995139482,20.5,83.5,28.293,21.87,72,17.0,480.98,True,CCS2,False,False,False
1242,220,38,20260719,2026-07-19 14:35:42.604635177,2026-07-19 15:23:42.604635177,6.0,70.9,28.697,35.93,48,17.0,602.64,True,CCS2,False,False,False
1243,220,181,20260814,2026-08-14 10:17:57.403473738,2026-08-14 15:49:57.403473738,5.0,98.4,40.033,6.84,332,19.0,420.35,True,TYPE 2,False,False,False
1244,220,121,20260823,2026-08-23 14:22:31.053561911,2026-08-23 18:34:31.053561911,23.9,93.5,29.463,6.71,252,13.0,309.36,True,TYPE 2,False,False,False
1245,220,104,20260912,2026-09-12 12:33:56.325272930,2026-09-12 13:01:56.325272930,26.2,70.9,20.2,44.94,28,8.0,464.6,True,CCS2,False,False,False
1246,221,55,20260502,2026-05-02 08:31:16.299561300,2026-05-02 09:18:16.299561300,23.6,80.9,28.878,34.05,47,6.0,577.56,True,CCS2,False,False,False
1247,221,8,20260528,2026-05-28 09:35:03.735266815,2026-05-28 15:35:03.735266815,7.5,94.3,44.037,6.59,360,1.0,484.41,True,TYPE 2,False,False,False
1248,221,128,20260611,2026-06-11 12:05:31.531043060,2026-06-11 23:58:31.531043060,18.0,99.2,38.638,3.09,713,9.0,405.7,True,TYPE 2,False,False,False
1249,221,27,20260617,2026-06-17 11:45:03.275043980,2026-06-17 21:56:03.275043980,26.1,95.5,33.236,3.08,611,3.0,402.16,True,TYPE 2,False,False,False
1250,221,128,20260704,2026-07-04 11:25:40.981206257,2026-07-04 22:38:40.981206257,9.3,86.3,37.805,3.1,673,8.0,436.65,True,TYPE 2,False,False,False
1251,221,55,20260729,2026-07-29 12:20:29.361469407,2026-07-29 13:25:29.361469407,8.2,81.2,35.846,33.1,65,5.0,788.61,True,CCS2,False,False,False
1252,221,112,20260822,2026-08-22 10:58:06.751159922,2026-08-22 11:48:06.751159922,13.0,82.9,33.757,39.82,50,7.0,776.41,True,CCS2,False,False,False
1253,221,112,20260905,2026-09-05 14:18:13.067282750,2026-09-05 15:02:13.067282750,12.9,78.6,31.794,44.07,44,4.0,731.26,True,CCS2,False,False,False
1254,221,91,20260909,2026-09-09 16:04:52.816004461,2026-09-10 03:14:52.816004461,15.9,91.7,38.081,3.07,670,4.0,456.97,True,TYPE 2,False,False,False
1255,222,34,20260329,2026-03-29 09:47:36.250404029,2026-03-29 15:00:36.250404029,27.8,90.7,18.249,3.16,313,14.0,200.74,True,TYPE 2,False,False,False
1256,222,92,20260420,2026-04-20 16:46:40.920145531,2026-04-20 19:54:40.920145531,13.2,95.2,22.862,6.98,188,15.0,274.34,True,TYPE 2,False,False,False
1257,222,118,20260516,2026-05-16 09:30:23.165903357,2026-05-16 10:01:23.165903357,14.1,83.9,20.251,41.69,31,17.0,394.89,True,CCS2,False,False,False
1258,222,82,20260614,2026-06-14 13:20:01.488302333,2026-06-14 19:33:01.488302333,24.7,96.5,21.039,3.03,373,10.0,252.47,True,TYPE 2,False,False,False
1259,222,92,20260624,2026-06-24 11:56:02.792761742,2026-06-24 14:54:02.792761742,18.6,96.2,22.513,6.89,178,16.0,270.16,True,TYPE 2,False,False,False
1260,222,177,20260712,2026-07-12 13:24:00.211314592,2026-07-12 15:49:00.211314592,25.5,88.2,18.069,6.83,145,8.0,189.72,True,TYPE 2,False,False,False
1261,222,148,20260716,2026-07-16 07:23:25.327773512,2026-07-16 08:00:25.327773512,9.6,83.7,21.298,33.89,37,19.0,362.07,True,CCS2,False,False,False
